model_seed,reset_seed,time,action_distance,rectangle,current_class_min_y,endpoint_ball_min_y,all_maps_min_y,corner_distance,upper_rectangle,vertical_contains_anchor,anchor_down,correction_down,proposal_down,emitted_down,proposal_enters_descent,emitted_enters_descent,clipping_raises_y,clipping_blocks_entry,proposal_wrong_x,current_class_can_move_down,current_class_can_enter,endpoint_ball_can_enter,full_map_can_enter,fixed_vertical_matrix_enters,fixed_vertical_matrix_moves_down
0,51000048,1,1.0730218834908358,0,3.0,2.6906206607818604,2.6906206607818604,0.5267514824169065,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
0,51000049,2,0.37289555341840197,2,2.445599720171686,2.445599720171686,2.445599720171686,0.0,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True
0,51000050,1,1.2770795451210912,0,3.0,2.4958131313323975,2.4958131313323975,0.5685752710530336,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
0,51000053,1,1.5742473345294223,0,3.0,2.516757011413574,2.516757011413574,0.8795364197835976,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000054,1,1.012398219574507,0,3.0,2.747764825820923,2.747764825820923,0.7468793392181396,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000054,2,1.0878507000190933,0,3.0,2.8509693145751953,2.8509693145751953,0.5734813243371438,True,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True
0,51000055,1,1.3076716485160036,0,3.0,2.58019757270813,2.58019757270813,0.643196649025616,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
0,51000056,1,1.4452551877092754,0,3.0,2.533006429672241,2.533006429672241,0.774563354390135,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000057,1,1.4148140903130169,0,3.0,2.589327096939087,2.589327096939087,0.814233992971127,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000058,1,0.19586188394970708,2,2.35127854347229,2.35127854347229,2.35127854347229,0.0,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True
0,51000059,1,1.3750401139596335,0,3.0,2.4949095249176025,2.4949095249176025,0.7001913283677024,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000061,1,1.1375668326642836,0,3.0,2.725154399871826,2.725154399871826,0.6236357522595869,True,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,True
0,51000062,1,1.3449663998277637,0,3.0,2.5108096599578857,2.5108096599578857,0.7083024509598166,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
0,51000062,3,1.2482870394534382,0,3.0,2.6046736240386963,2.6046736240386963,0.6544272110219457,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True
